Default,checkingstatus1,duration,history,purpose,amount,savings,employ,status,others,residence,property,age,otherplans,housing,cards,job,liable,foreign,duration_missing,residence_missing,cards_missing,age_group,debt_duration_ratio
0,3,9.0,2,0,2507,2,4,2,0,4.0,3,51,2,2,1.0,1,1,0,0,0,0,2,250.7
0,3,12.0,2,4,2141,1,3,2,0,1.0,3,35,2,1,1.0,2,1,0,0,0,0,1,164.69230769230768
0,1,18.0,2,4,866,0,2,3,2,2.0,0,25,2,1,1.0,1,1,0,0,0,0,0,45.578947368421055
0,3,4.0,4,4,1544,0,3,2,0,1.0,0,42,2,1,3.0,1,2,0,0,0,0,1,308.8
1,0,24.0,2,4,1823,0,0,2,0,2.0,2,30,1,1,1.0,3,2,0,0,0,0,0,72.92
1,1,6.0,2,0,14555,4,0,2,0,2.0,1,23,2,1,1.0,0,1,0,0,0,0,0,2079.285714285714
1,1,21.0,2,9,2767,1,4,0,0,2.0,2,61,0,0,2.0,1,1,0,0,0,0,3,125.77272727272727
0,3,12.0,4,4,1291,0,2,1,0,2.0,1,35,2,1,2.0,2,1,0,0,0,0,1,99.3076923076923
0,0,30.0,2,4,2522,0,4,2,2,3.0,1,39,2,1,1.0,2,2,0,0,0,0,1,81.35483870967742
1,0,24.0,2,0,915,4,4,1,0,2.0,2,29,0,1,1.0,2,1,0,0,0,0,0,36.6
0,3,6.0,2,4,1595,0,3,2,0,2.0,1,51,2,1,1.0,2,2,0,0,0,0,2,227.85714285714286
1,0,48.0,0,1,4605,0,4,2,0,4.0,3,24,2,2,2.0,2,2,0,0,0,0,0,93.9795918367347
0,3,12.0,4,9,1185,0,2,1,0,2.0,0,27,2,1,2.0,2,1,0,0,0,0,0,91.15384615384616
0,3,12.0,1,8,3447,2,2,1,0,3.0,0,35,2,1,1.0,1,2,0,0,0,0,1,265.15384615384613
0,3,24.0,2,9,1258,0,3,2,0,1.0,0,25,2,1,1.0,2,1,0,0,0,0,0,50.32
0,3,12.0,4,4,717,0,4,2,0,4.0,0,52,2,1,3.0,2,1,0,0,0,0,2,55.15384615384615
0,3,6.0,0,0,1204,1,2,2,0,1.0,3,35,0,0,1.0,2,1,1,0,0,0,1,172.0
0,2,24.0,2,3,1925,0,2,2,0,2.0,0,26,2,1,1.0,2,1,0,0,0,0,0,77.0
1,3,18.0,2,4,433,0,0,1,1,4.0,0,22,2,0,1.0,2,1,0,0,0,0,0,22.789473684210527
0,0,6.0,4,0,666,3,3,1,0,4.0,0,39,2,1,2.0,1,1,0,0,0,0,1,95.14285714285714
0,2,12.0,2,3,2251,0,2,1,0,2.0,2,46,2,1,1.0,1,1,0,0,0,0,2,173.15384615384616
1,1,30.0,2,0,2150,0,2,1,2,2.0,3,24,0,1,1.0,2,1,0,0,0,0,0,69.35483870967742
0,3,24.0,3,3,4151,1,2,2,0,3.0,1,35,2,1,2.0,2,1,0,0,0,0,1,166.04
0,1,9.0,2,3,2030,4,3,2,0,1.0,2,24,2,1,1.0,2,1,0,0,0,0,0,203.0
0,1,60.0,3,4,7418,4,2,2,0,1.0,0,27,2,1,1.0,1,1,0,0,0,0,0,121.60655737704919
0,3,24.0,4,4,2684,0,2,2,0,2.0,0,35,2,1,2.0,1,1,0,0,0,0,1,107.36
1,0,12.0,1,4,2149,0,2,0,0,1.0,3,29,2,2,1.0,2,1,0,0,0,0,0,165.30769230769232
0,3,15.0,2,1,3812,1,1,1,0,4.0,2,23,2,1,1.0,2,1,0,0,0,0,0,238.25
0,3,11.0,4,4,1154,1,0,1,0,4.0,0,57,2,1,3.0,1,1,0,0,0,0,2,96.16666666666667
0,0,12.0,2,3,1657,0,2,2,0,2.0,0,27,2,1,1.0,2,1,0,0,0,0,0,127.46153846153847
0,0,24.0,2,4,1603,0,4,1,0,4.0,2,55,2,1,1.0,2,1,0,0,0,0,2,64.12
0,0,18.0,4,0,5302,0,4,2,0,4.0,3,36,2,2,3.0,3,1,0,0,0,0,1,279.05263157894734
0,3,12.0,4,7,2748,0,4,1,0,4.0,3,57,0,2,3.0,1,1,0,0,0,0,2,211.3846153846154
0,3,10.0,4,0,1231,0,4,2,0,4.0,0,32,2,1,2.0,1,2,1,0,0,0,1,111.9090909090909
1,1,15.0,2,4,802,0,4,2,0,3.0,2,37,2,1,1.0,2,2,0,0,0,0,1,50.125
0,3,36.0,4,9,6304,4,4,2,0,4.0,0,36,2,1,2.0,2,1,0,0,0,0,1,170.3783783783784
0,3,24.0,2,4,1533,0,1,1,0,3.0,2,38,1,1,1.0,2,1,0,0,0,0,1,61.32
1,0,14.0,2,0,8978,0,4,0,0,4.0,1,45,2,1,1.0,3,1,1,0,0,0,1,598.5333333333333
0,3,24.0,2,4,999,4,4,2,0,2.0,2,25,2,1,2.0,2,1,0,0,0,0,0,39.96
0,3,18.0,2,0,2662,4,3,2,0,3.0,1,32,2,1,1.0,2,1,1,0,0,0,1,140.10526315789474
0,3,12.0,4,3,1402,2,3,1,0,4.0,2,37,2,0,1.0,2,1,0,0,0,0,1,107.84615384615384
0,1,48.0,1,0,12169,4,0,2,1,4.0,3,36,2,2,1.0,3,1,0,0,0,0,1,248.3469387755102
1,1,48.0,2,4,3060,0,3,2,0,4.0,0,28,2,1,2.0,2,1,0,0,0,0,0,62.44897959183673
1,0,30.0,2,6,11998,0,1,0,0,1.0,3,34,2,1,1.0,1,1,0,0,0,0,1,387.03225806451616
0,3,9.0,2,4,2697,0,2,2,0,2.0,0,32,2,1,1.0,2,2,0,0,0,0,1,269.7
0,3,18.0,4,4,2404,0,2,1,0,2.0,2,26,2,1,2.0,2,1,0,0,0,0,0,126.52631578947368
0,0,12.0,2,3,1262,4,4,0,0,4.0,1,49,2,1,1.0,1,1,0,0,0,0,2,97.07692307692308
1,3,6.0,2,3,4611,0,1,1,0,4.0,1,32,2,1,1.0,2,1,0,0,0,0,1,658.7142857142857
0,3,24.0,2,4,1901,1,2,2,0,4.0,2,29,2,0,1.0,3,1,0,0,0,0,0,76.04
0,3,15.0,4,1,3368,3,4,2,0,4.0,3,23,2,0,2.0,2,1,0,0,0,0,0,210.5
0,3,12.0,2,3,1574,0,2,2,0,2.0,0,50,2,1,1.0,2,1,0,0,0,0,2,121.07692307692308
0,2,18.0,1,4,1445,4,3,2,0,4.0,2,49,0,1,1.0,1,1,0,0,0,0,2,76.05263157894737
0,3,15.0,4,3,1520,4,4,2,0,4.0,1,63,2,1,1.0,2,1,0,0,0,0,3,95.0
0,1,24.0,4,0,3878,1,1,0,0,2.0,2,37,2,1,1.0,2,1,0,0,0,1,1,155.12
0,0,47.0,2,0,10722,0,1,1,0,1.0,0,35,2,1,1.0,1,1,0,0,0,1,1,223.375
0,0,48.0,2,1,4788,0,3,2,0,3.0,1,26,2,1,1.0,2,2,0,0,0,1,0,97.71428571428571
0,1,48.0,3,2,7582,1,0,2,0,4.0,3,31,2,2,1.0,3,1,0,0,0,1,1,154.73469387755102
0,1,12.0,2,4,1092,0,2,1,2,4.0,0,49,2,1,2.0,2,1,0,0,0,0,2,84.0
1,0,24.0,3,4,1024,0,1,3,0,4.0,0,48,1,1,1.0,2,1,0,0,0,0,2,40.96
0,3,12.0,2,9,1076,0,2,3,0,2.0,0,26,2,1,1.0,2,1,1,0,0,0,0,82.76923076923077
1,1,36.0,2,1,9398,0,1,3,0,4.0,2,28,2,0,1.0,3,1,0,0,0,0,0,254.0
0,0,24.0,4,1,6419,0,4,1,0,4.0,3,44,2,2,2.0,3,2,0,0,0,0,1,256.76
0,2,42.0,4,1,4796,0,4,2,0,4.0,3,56,2,2,1.0,2,1,0,0,0,0,2,111.53488372093024
0,3,48.0,4,9,7629,4,4,0,0,2.0,2,46,0,1,2.0,3,2,0,0,0,0,2,155.69387755102042
1,1,48.0,2,3,9960,0,1,1,0,2.0,2,26,2,1,1.0,2,1,0,0,0,0,0,203.26530612244898
0,3,12.0,2,1,4675,4,1,1,0,4.0,2,20,2,0,1.0,2,1,0,0,0,0,0,359.61538461538464
0,3,10.0,2,0,1287,4,4,2,1,2.0,1,45,2,1,1.0,1,1,1,0,0,0,1,117.0
0,3,18.0,2,3,2515,0,2,2,0,4.0,0,43,2,1,1.0,2,1,0,0,0,0,1,132.3684210526316
0,1,21.0,4,3,2745,3,3,2,0,2.0,2,32,2,1,2.0,2,1,0,0,0,0,1,124.77272727272727
0,3,6.0,2,0,672,0,0,1,0,4.0,0,54,2,1,1.0,0,1,0,0,0,0,2,96.0
1,1,36.0,0,4,3804,0,2,1,0,1.0,2,42,2,1,1.0,2,1,0,0,0,0,1,102.8108108108108
1,2,24.0,4,0,1344,4,3,2,0,2.0,0,37,0,1,2.0,1,2,0,0,0,0,1,53.76
0,0,10.0,4,0,1038,0,3,2,1,3.0,1,49,2,1,2.0,2,1,0,0,0,0,2,94.36363636363636
1,3,48.0,4,0,10127,2,2,2,0,2.0,3,44,0,2,1.0,2,1,0,0,0,0,1,206.6734693877551
0,3,6.0,2,3,1543,3,2,0,0,2.0,0,33,2,1,1.0,2,1,0,0,0,0,1,220.42857142857142
0,3,30.0,2,1,4811,4,3,1,0,4.0,1,24,1,0,1.0,1,1,0,0,0,0,0,155.19354838709677
1,0,12.0,2,4,727,1,1,3,0,3.0,3,33,2,1,1.0,1,1,0,0,0,0,1,55.92307692307692
1,1,8.0,2,3,1237,0,2,1,0,4.0,0,24,2,1,1.0,2,1,0,0,0,0,0,137.44444444444446
0,1,9.0,2,0,276,0,2,3,0,4.0,0,22,2,0,1.0,1,1,0,0,0,0,0,27.6
0,1,48.0,2,2,5381,4,0,2,0,4.0,3,40,0,2,1.0,0,1,0,0,0,0,1,109.81632653061224
0,3,24.0,2,3,5511,1,2,2,0,1.0,2,25,1,1,1.0,2,1,0,0,0,0,0,220.44
0,2,24.0,2,3,3749,0,1,1,0,4.0,2,26,2,1,1.0,2,1,0,0,0,0,0,149.96
1,1,12.0,2,0,685,0,3,3,0,3.0,2,25,0,1,1.0,1,1,0,0,0,0,0,52.69230769230769
0,2,4.0,2,0,1494,4,1,2,0,2.0,0,29,2,1,1.0,1,2,1,0,0,0,0,298.8
1,0,36.0,1,3,2746,0,4,2,0,3.0,2,31,0,1,1.0,2,1,0,0,1,0,1,74.21621621621621
0,0,18.0,2,3,708,0,2,2,2,3.0,1,38,2,1,1.0,1,2,0,1,1,0,1,37.26315789473684
0,1,18.0,2,3,4351,4,2,1,0,3.0,1,48,2,1,1.0,1,1,0,1,1,0,2,229.0
0,3,18.0,4,7,701,0,2,2,0,3.0,2,32,2,1,2.0,2,1,0,1,1,0,1,36.89473684210526
0,0,18.0,3,3,3643,0,4,1,0,4.0,1,27,2,1,2.0,1,1,0,1,0,0,0,191.73684210526315
1,1,18.0,4,0,4249,0,0,3,0,2.0,2,28,2,1,2.0,3,1,0,1,0,0,0,223.6315789473684
1,0,24.0,2,4,1938,0,1,0,0,3.0,1,32,2,1,1.0,2,1,0,0,0,0,1,77.52
0,0,24.0,2,1,2910,0,3,2,0,1.0,3,34,2,2,1.0,3,1,0,0,0,0,1,116.4
0,0,18.0,2,3,2659,3,2,2,0,2.0,2,28,2,1,1.0,2,1,0,0,0,0,0,139.94736842105263
0,3,18.0,4,10,1028,0,2,1,0,3.0,0,36,2,1,2.0,2,1,0,0,0,0,1,54.10526315789474
0,0,8.0,4,10,3398,0,3,2,0,4.0,0,39,2,1,2.0,1,1,1,0,0,0,1,377.55555555555554
0,3,12.0,4,10,5801,4,4,2,0,4.0,1,49,2,0,1.0,2,1,0,0,0,0,2,446.2307692307692
0,3,24.0,2,0,1525,3,3,1,0,3.0,2,34,2,1,1.0,2,2,0,0,0,0,1,61.0
0,2,36.0,2,4,4473,0,4,2,0,2.0,2,31,2,1,1.0,2,1,0,0,0,0,1,120.89189189189189
0,1,6.0,2,4,1068,0,4,2,0,4.0,2,28,2,1,1.0,2,2,0,0,0,0,0,152.57142857142858
0,0,24.0,4,1,6615,0,0,2,0,4.0,3,75,2,2,2.0,3,1,0,0,0,0,3,264.6
1,3,18.0,4,7,1864,1,2,1,0,2.0,0,30,2,1,2.0,2,1,0,0,0,0,0,98.10526315789474
1,1,60.0,2,0,7408,1,1,1,0,2.0,1,24,2,1,1.0,3,1,0,0,0,0,0,121.44262295081967
1,3,48.0,4,1,11590,1,2,1,0,4.0,2,24,0,0,2.0,1,1,0,0,0,0,0,236.53061224489795
1,0,24.0,0,3,4110,0,4,2,0,4.0,3,23,0,0,2.0,2,2,0,0,0,0,0,164.4
1,0,6.0,4,3,3384,0,2,0,0,4.0,0,44,2,0,1.0,3,1,0,0,0,0,1,483.42857142857144
0,1,13.0,2,4,2101,0,1,1,2,4.0,1,23,2,1,1.0,1,1,0,0,0,0,0,150.07142857142858
1,0,15.0,2,5,1275,4,2,1,0,2.0,2,24,2,0,1.0,2,1,0,0,0,0,0,79.6875
0,0,24.0,2,3,4169,0,2,2,0,4.0,1,28,2,1,1.0,2,1,0,0,0,0,0,166.76
0,1,10.0,2,3,1521,0,2,0,0,2.0,2,31,2,1,1.0,1,1,0,0,0,0,1,138.27272727272728
0,1,24.0,4,7,5743,0,1,1,0,4.0,3,24,2,2,2.0,2,1,0,0,0,0,0,229.72
0,0,21.0,2,3,3599,0,3,1,0,4.0,2,26,2,0,1.0,1,1,0,0,0,0,0,163.5909090909091
0,1,18.0,2,4,3213,2,1,3,0,3.0,0,25,2,0,1.0,2,1,0,0,0,0,0,169.10526315789474
0,1,18.0,2,9,4439,0,4,2,1,1.0,0,33,0,1,1.0,3,1,0,0,0,0,1,233.6315789473684
0,2,10.0,2,0,3949,0,1,2,2,1.0,1,37,2,1,1.0,1,2,0,0,0,0,1,359.0
0,3,15.0,4,4,1459,0,2,1,0,2.0,2,43,2,1,1.0,1,1,0,0,0,0,1,91.1875
0,1,13.0,4,4,882,0,1,2,2,4.0,0,23,2,1,2.0,2,1,0,0,0,0,0,63.0
0,1,24.0,2,4,3758,2,0,1,0,4.0,3,23,2,0,1.0,0,1,0,0,0,0,0,150.32
0,3,6.0,3,9,1743,1,2,2,0,2.0,0,34,2,1,2.0,1,1,0,0,0,0,1,249.0
1,1,9.0,4,7,1136,3,4,2,0,3.0,3,32,2,2,2.0,2,2,0,0,0,0,1,113.6
0,3,9.0,2,5,1236,0,1,1,0,4.0,0,23,2,0,1.0,2,1,0,0,0,0,0,123.6
1,1,9.0,2,3,959,0,2,1,0,2.0,2,29,2,1,1.0,2,1,1,0,0,0,0,95.9
0,3,18.0,4,1,3229,4,0,2,0,4.0,3,38,2,1,1.0,3,1,0,0,0,0,1,169.94736842105263
1,0,12.0,0,4,6199,0,2,2,0,2.0,1,28,2,0,2.0,2,1,0,0,0,0,0,476.84615384615387
0,3,10.0,2,7,727,2,4,2,0,4.0,3,46,2,2,1.0,2,1,0,0,0,0,2,66.0909090909091
1,1,24.0,2,0,1246,0,1,2,0,2.0,0,23,1,1,1.0,1,1,0,0,0,0,0,49.84
0,3,12.0,4,4,2331,4,4,2,1,4.0,0,49,2,1,1.0,2,1,0,0,0,0,2,179.30769230769232
1,3,36.0,3,4,4463,0,2,2,0,2.0,2,26,2,1,2.0,3,1,0,0,0,0,0,120.62162162162163
0,3,12.0,2,4,776,0,2,3,0,2.0,0,28,2,1,1.0,2,1,0,0,0,0,0,59.69230769230769
1,0,30.0,2,3,2406,0,3,1,0,4.0,0,23,2,0,1.0,2,1,0,0,0,0,0,77.61290322580645
0,1,18.0,2,7,1239,4,2,2,0,4.0,3,61,2,2,1.0,2,1,0,0,0,0,3,65.21052631578948
0,2,12.0,2,4,3399,4,4,2,0,3.0,2,37,2,1,1.0,3,1,0,0,0,0,1,261.46153846153845
0,2,12.0,3,0,2247,0,2,1,0,2.0,2,36,1,1,2.0,2,1,0,0,0,0,1,172.84615384615384
0,3,6.0,2,3,1766,0,2,3,0,2.0,1,21,2,0,1.0,2,1,0,0,0,0,0,252.28571428571428
1,0,18.0,2,3,2473,0,0,2,0,1.0,2,25,2,1,1.0,0,1,0,0,0,0,0,130.1578947368421
0,3,12.0,2,9,1542,0,3,2,0,4.0,2,36,2,1,1.0,2,1,0,0,0,0,1,118.61538461538461
0,3,18.0,4,1,3850,0,3,2,0,1.0,2,27,2,1,2.0,2,1,0,0,0,0,0,202.6315789473684
0,0,18.0,2,3,3650,0,1,1,0,4.0,2,22,2,0,1.0,2,1,0,0,0,0,0,192.10526315789474
1,0,36.0,2,3,3446,0,4,2,0,2.0,2,42,2,1,1.0,2,2,0,0,0,0,1,93.13513513513513
0,1,18.0,2,3,3001,0,3,1,0,4.0,0,40,2,0,1.0,2,1,0,0,0,0,1,157.94736842105263
0,3,36.0,2,0,3079,4,2,2,0,4.0,0,36,2,1,1.0,2,1,0,0,0,0,1,83.21621621621621
0,3,18.0,4,4,6070,0,4,2,0,4.0,2,33,2,1,2.0,2,1,0,0,0,0,1,319.4736842105263
0,3,10.0,4,3,2146,0,1,1,0,3.0,0,23,2,0,2.0,2,1,0,0,0,0,0,195.0909090909091
0,3,60.0,4,0,13756,4,4,2,0,4.0,3,63,0,2,1.0,3,1,0,0,0,0,3,225.50819672131146
1,1,60.0,1,2,14782,1,4,1,0,4.0,3,60,0,2,2.0,3,1,0,0,0,0,2,242.327868852459
1,0,48.0,1,9,7685,0,3,1,2,4.0,2,37,2,0,1.0,2,1,0,0,0,0,1,156.83673469387756
0,3,18.0,3,4,2320,0,0,3,0,3.0,0,34,2,1,2.0,2,1,0,0,0,0,1,122.10526315789474
0,3,7.0,3,4,846,4,4,2,0,4.0,3,36,2,2,1.0,2,1,0,0,0,0,1,105.75
1,1,36.0,2,0,14318,0,4,2,0,2.0,3,57,2,2,1.0,3,1,0,0,0,0,2,386.97297297297297
0,3,6.0,4,0,362,1,2,1,0,4.0,2,52,2,1,2.0,1,1,0,0,0,0,2,51.714285714285715
0,0,20.0,2,3,2212,4,3,2,0,4.0,2,39,2,1,1.0,2,1,0,0,0,0,1,105.33333333333333
1,1,18.0,2,1,12976,0,0,1,0,4.0,3,38,2,2,1.0,3,1,0,0,0,0,1,682.9473684210526
0,3,22.0,2,0,1283,4,3,1,0,4.0,1,25,2,0,1.0,2,1,0,0,0,0,0,55.78260869565217
0,2,12.0,2,0,1330,0,1,2,0,1.0,0,26,2,1,1.0,2,1,0,0,0,0,0,102.3076923076923
0,3,30.0,3,9,4272,1,2,2,0,2.0,1,26,2,1,2.0,1,1,0,0,0,0,0,137.80645161290323
0,3,18.0,4,4,2238,0,2,1,0,1.0,2,25,2,1,2.0,2,1,0,0,0,0,0,117.78947368421052
0,3,18.0,2,4,1126,4,1,1,0,2.0,0,21,2,0,1.0,2,1,0,0,0,0,0,59.26315789473684
0,1,18.0,4,3,7374,0,0,2,0,4.0,1,40,1,1,2.0,3,1,0,0,0,0,1,388.10526315789474
0,1,15.0,4,9,2326,2,2,2,0,4.0,2,27,0,1,1.0,2,1,0,0,0,0,0,145.375
0,3,9.0,2,9,1449,0,3,1,0,2.0,2,27,2,1,2.0,2,1,0,0,0,0,0,144.9
0,3,18.0,2,0,1820,0,2,3,0,2.0,1,30,2,1,1.0,3,1,0,0,0,0,0,95.78947368421052
0,1,12.0,2,3,983,3,1,1,0,4.0,0,19,2,0,1.0,1,1,0,0,0,0,0,75.61538461538461
0,0,36.0,2,0,3249,0,3,2,0,4.0,3,39,0,2,1.0,3,2,0,0,0,0,1,87.8108108108108
0,0,6.0,4,4,1957,0,3,1,0,4.0,2,31,2,1,1.0,2,1,0,0,0,0,1,279.57142857142856
0,3,9.0,4,3,2406,0,0,2,0,3.0,2,31,2,1,1.0,3,1,0,0,0,0,1,240.6
0,1,39.0,3,7,11760,1,3,2,0,3.0,3,32,3,0,1.0,2,1,2,0,0,0,1,294.0
0,0,12.0,2,3,2578,0,0,1,0,4.0,3,55,3,2,1.0,3,1,2,0,0,0,2,198.30769230769232
0,0,36.0,4,3,2348,0,2,3,0,2.0,1,46,3,1,2.0,2,1,2,0,0,0,2,63.45945945945946
1,1,12.0,2,0,1223,0,4,0,0,1.0,0,46,3,0,2.0,2,1,0,0,0,0,2,94.07692307692308
0,3,24.0,4,4,1516,3,2,1,0,1.0,0,43,2,1,2.0,1,1,0,0,0,0,1,60.64
0,3,18.0,2,4,1473,0,1,3,0,4.0,0,39,2,1,1.0,2,1,0,0,0,0,1,77.52631578947368
0,1,18.0,4,9,1887,4,2,3,0,4.0,0,28,0,1,2.0,2,1,0,0,0,0,0,99.3157894736842
1,3,24.0,3,9,8648,0,1,2,0,2.0,2,27,0,1,2.0,2,1,0,0,0,0,0,345.92
0,3,14.0,3,0,802,0,2,2,0,2.0,2,27,2,1,2.0,1,1,0,0,0,0,0,53.46666666666667
0,1,18.0,3,0,2899,4,4,2,0,4.0,2,43,2,1,1.0,2,2,0,0,0,0,1,152.57894736842104
1,1,24.0,2,4,2039,0,1,3,0,1.0,1,22,2,1,1.0,2,1,0,0,0,0,0,81.56
0,3,24.0,4,1,2197,4,3,2,0,4.0,2,43,2,1,2.0,2,2,0,0,0,0,1,87.88
0,0,15.0,2,4,1053,0,1,3,0,2.0,0,27,2,1,1.0,2,1,1,0,0,0,0,65.8125
0,3,24.0,2,4,3235,2,4,0,0,2.0,2,26,2,1,1.0,3,1,0,0,0,0,0,129.4
1,2,12.0,4,0,939,2,3,3,0,2.0,0,28,2,1,3.0,2,1,0,0,0,0,0,72.23076923076923
0,1,24.0,2,4,1967,0,4,1,0,4.0,2,20,2,1,1.0,2,1,0,0,0,0,0,78.68
0,3,33.0,4,1,7253,0,3,2,0,2.0,2,35,2,1,2.0,3,1,0,0,0,0,1,213.3235294117647
1,3,12.0,4,9,2292,0,0,2,0,2.0,2,42,1,1,2.0,3,1,0,0,0,0,1,176.30769230769232
0,3,10.0,2,0,1597,2,2,2,0,2.0,3,40,2,0,1.0,1,2,1,0,0,0,1,145.1818181818182
1,0,24.0,2,0,1381,4,2,1,0,2.0,1,35,2,1,1.0,2,1,0,0,0,0,1,55.24
0,3,36.0,4,1,5842,0,4,2,0,2.0,1,35,2,1,2.0,2,2,0,0,0,0,1,157.8918918918919
1,0,12.0,2,0,2579,0,1,2,0,1.0,0,33,2,1,1.0,1,2,0,0,0,0,1,198.3846153846154
0,0,18.0,3,7,8471,4,2,1,0,2.0,2,23,2,0,2.0,2,1,0,0,0,0,0,445.8421052631579
0,3,21.0,2,0,2782,2,3,1,0,2.0,2,31,0,1,1.0,3,1,0,0,0,0,1,126.45454545454545
1,1,18.0,2,0,1042,4,2,1,0,2.0,1,33,2,1,1.0,2,1,0,0,0,0,1,54.8421052631579
0,3,15.0,2,0,3186,3,3,1,0,3.0,2,20,2,0,1.0,2,1,0,0,0,0,0,199.125
0,1,12.0,2,1,2028,4,2,2,0,2.0,2,30,2,1,1.0,2,1,0,0,0,0,0,156.0
0,1,12.0,4,0,958,0,3,2,0,3.0,0,47,2,1,2.0,1,2,0,0,0,0,2,73.6923076923077
0,3,21.0,3,3,1591,1,3,2,0,3.0,0,34,2,1,2.0,3,1,0,0,0,0,1,72.31818181818181
1,1,12.0,2,3,2762,4,4,1,0,2.0,1,25,0,1,1.0,2,1,0,0,0,0,0,212.46153846153845
0,1,18.0,2,1,2779,0,2,3,0,3.0,2,21,2,0,1.0,2,1,0,0,0,0,0,146.26315789473685
0,3,28.0,4,4,2743,0,4,2,0,2.0,2,29,2,1,2.0,2,1,0,0,0,0,0,94.58620689655173
0,3,18.0,4,4,1149,3,2,2,0,3.0,0,46,2,1,2.0,2,1,0,0,0,0,2,60.473684210526315
0,3,9.0,2,3,1313,0,4,2,0,4.0,2,20,2,1,1.0,2,1,0,0,0,0,0,131.3
1,0,18.0,4,6,1190,0,0,1,0,4.0,3,55,2,2,3.0,0,2,0,0,0,0,2,62.63157894736842
0,3,5.0,2,9,3448,0,3,2,0,4.0,0,74,2,1,1.0,1,1,0,0,0,0,3,574.6666666666666
1,1,24.0,2,2,11328,0,2,2,1,3.0,2,29,0,1,2.0,3,1,0,0,0,0,0,453.12
0,0,6.0,4,3,1872,0,0,2,0,4.0,3,36,2,2,3.0,3,1,0,0,0,0,1,267.42857142857144
0,3,24.0,4,6,2058,0,2,0,0,2.0,0,33,2,1,2.0,2,1,0,0,0,0,1,82.32
0,0,9.0,2,3,2136,0,2,2,0,2.0,0,25,2,1,1.0,2,1,0,0,0,0,0,213.6
1,1,12.0,2,4,1484,4,2,3,0,1.0,0,25,2,1,1.0,2,1,0,0,0,0,0,114.15384615384616
0,3,6.0,2,6,660,2,3,3,0,4.0,0,23,2,0,1.0,1,1,0,0,0,0,0,94.28571428571429
0,3,24.0,4,0,1287,3,4,1,0,4.0,0,37,2,1,2.0,2,1,0,0,0,0,1,51.48
0,0,42.0,4,6,3394,0,0,2,1,4.0,2,65,2,1,2.0,0,1,0,0,0,0,3,78.93023255813954
1,2,12.0,1,9,609,0,1,1,0,1.0,0,26,2,1,1.0,0,1,0,0,0,0,0,46.84615384615385
0,3,12.0,2,0,1884,0,4,2,0,4.0,2,39,2,1,1.0,3,1,0,0,0,0,1,144.92307692307693
0,0,12.0,2,3,1620,0,2,1,1,3.0,1,30,2,1,1.0,2,1,0,0,0,0,0,124.61538461538461
0,1,20.0,3,2,2629,0,2,2,0,3.0,4,29,0,1,2.0,2,1,0,0,0,0,0,125.19047619047619
1,3,12.0,2,7,719,0,4,2,0,4.0,4,41,0,1,1.0,1,2,0,0,0,0,1,55.30769230769231
1,1,48.0,4,3,5096,0,2,1,0,3.0,4,30,2,1,1.0,3,1,0,0,0,0,0,104.0
0,3,9.0,4,7,1244,4,4,1,0,4.0,1,41,2,0,2.0,1,1,0,0,0,0,1,124.4
1,0,36.0,2,0,1842,0,1,1,0,4.0,2,34,2,1,1.0,2,1,0,0,0,0,1,49.78378378378378
0,1,7.0,2,4,2576,0,2,2,2,2.0,0,35,2,1,1.0,2,1,0,0,0,0,1,322.0
0,2,12.0,2,3,1424,4,4,1,0,4.0,0,55,2,1,1.0,3,1,0,0,0,0,2,109.53846153846153
1,1,15.0,3,6,1512,3,2,3,0,3.0,1,61,1,1,2.0,2,1,0,0,0,0,3,94.5
0,3,36.0,4,1,11054,4,2,2,0,2.0,2,30,2,1,1.0,3,1,0,0,0,0,0,298.7567567567568
0,3,6.0,2,4,518,0,2,1,0,1.0,0,29,2,1,1.0,2,1,0,0,0,0,0,74.0
0,3,12.0,0,3,2759,0,4,2,0,4.0,1,34,2,1,2.0,2,1,0,0,0,0,1,212.23076923076923
0,3,24.0,2,1,2670,0,4,2,0,4.0,2,35,2,1,1.0,3,1,0,0,0,0,1,106.8
1,0,24.0,2,0,4817,0,3,2,1,3.0,1,31,2,1,1.0,2,1,0,0,0,0,1,192.68
0,3,24.0,2,1,2679,0,1,1,0,1.0,3,29,2,1,1.0,3,1,0,0,0,0,0,107.16
0,0,11.0,4,0,3905,0,2,4,0,2.0,0,36,2,0,2.0,2,2,0,0,0,0,1,325.4166666666667
1,0,12.0,2,1,3386,0,4,4,0,4.0,3,35,2,2,1.0,2,1,0,0,0,0,1,260.46153846153845
0,0,6.0,2,5,343,0,1,4,0,1.0,0,27,2,1,1.0,2,1,0,0,0,0,0,49.0
0,3,18.0,2,4,4594,0,1,4,0,2.0,2,32,2,1,1.0,2,1,0,0,0,0,1,241.78947368421052
0,0,36.0,2,3,3620,0,2,2,2,2.0,1,37,2,1,1.0,2,2,0,0,0,0,1,97.83783783783784
0,0,15.0,2,0,1721,0,1,2,0,3.0,0,36,2,1,1.0,2,1,0,0,0,0,1,107.5625
0,1,12.0,2,3,3017,0,1,1,0,1.0,0,34,2,0,1.0,3,1,0,0,0,0,1,232.07692307692307
0,1,12.0,2,8,754,4,4,2,0,4.0,1,38,2,1,2.0,2,1,0,0,0,0,1,58.0
